职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
e8eb2560c094d53a0nZ-3d-9EFRR,Openstack平台驻场运维工程师,海卓云智,20-99人,运营商/增值服务,大专,1-3年,"Ansible/Salt/Puppet, Elasticsearch, Docker, 系统运维, 运维开发/DevOps, 运维开发经验, 桌面运维, 计算机相关专业, 运维经验, Kubernetes",10-11K,上海,,2026-05-26 18:37:44
e392cb7dc351c1a50nB73t61GVNZ,idc机房运维工程师,国富光启,100-499人,通信/网络设备,大专,1-3年,"IDC机房运维, 网络运维, 计算机相关专业, 通信相关专业, 网络安全相关经验, 大数据运维经验, 运维经验",6-7K,上海,,2026-05-26 18:38:27
462bc048b60214e60nZz09--FlBV,服务器技术支持工程师,世纪利通数据服务,100-499人,计算机服务,大专,5-10年,,10-15K·14薪,上海,,2026-05-26 18:38:27
9cf71b1fba2d48a20nR93tu5FVpT,运维工程师,灵冰网络,20-99人,互联网,大专,3-5年,网络运维,25-35K·13薪,上海,,2026-05-26 18:38:27
24da30bf028cbd870nR-3dS1GFdX,IBMS运维工程师,吾盛能源,20-99人,新能源,大专,1-3年,,10-15K,上海,,2026-05-26 18:38:48
0080e5137c337cad03x-3tu7FldR,服务器运维工程师,九算迅维,20-99人,计算机硬件,大专,3-5年,,10-15K·14薪,上海,,2026-05-26 18:38:48
11a09cee5d96e0400nd52d-0EVdX,高级网络工程师,某大型休闲游戏公司,1000-9999人,游戏,本科,5-10年,"游戏, 互联网, 云计算",30-45K·15薪,上海,,2026-05-26 18:38:48
3043fe5eb3e475720nV-09i9FFJX,运维工程师助理,恢弘科技,100-499人,电气机械/器材,本科,1-3年,,6-8K,上海,,2026-05-26 18:39:09
b7e726704a4ba4e10nB50t2_GVZY,AI算力平台运维工程师,上海玳慧,20-99人,计算机软件,本科,3-5年,"Docker, Python/Shell, 计算机相关专业, 运维经验",15-22K·13薪,上海,,2026-05-26 18:39:09
a44d6628b7be22310nZy3dm1FVBZ,SRE工程师-容器方向,上海某大型物流/仓储公司,1000-9999人,物流/仓储,本科,5-10年,"网络运维, Docker, Kubernetes, 运维开发经验, 运维经验, Operator, SRE, 应用运维",28-40K,上海,,2026-05-26 18:39:30
302d6280e79074550nB509u7F1ZQ,系统运维工程师,北京澜海微科技,0-20人,半导体/芯片,本科,3-5年,,20-30K·16薪,上海,,2026-05-26 18:39:30
ac5b5f0d66ef9b930ndy3ti4EVBR,技术支持工程师,百得思维,1000-9999人,计算机软件,本科,3-5年,,7-9K,上海,,2026-05-26 18:39:30
f86c3f1670546f6f0nB609q1F1RY,系统运维工程师,永映软件,100-499人,计算机软件,大专,3-5年,,10-15K,上海,,2026-05-26 18:40:13
432012de7ee27ead1Hxy29-0F1NV,高级游戏运维工程师,赫鲁丝网络,20-99人,游戏,本科,3-5年,"系统运维, 网络运维, 运维开发/DevOps",12-20K,上海,,2026-05-26 18:40:13
1941c3b099f10f1403N-3ty0GFBX,初级硬件运维工程师,神禾,0-20人,计算机硬件,大专,1-3年,"IDC机房运维, 电子/电气/自动化相关专业, 运维经验",5-6K,上海,,2026-05-26 18:40:34
62b6c5e7d264aab503x_29y5EFZR,cdn运维工程师,上海翌旭网络科技,100-499人,通信/网络设备,本科,1-3年,,8-13K·13薪,上海,,2026-05-26 18:40:55
570392de8f2e79dc3nN_3NW8GFI~,技术工程师,趣阔仪器,20-99人,进出口贸易,本科,3-5年,"工程师，技术, 运维经验",8-13K·13薪,上海,,2026-05-26 18:40:55
