职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
c5f0db4c9c8d2e410nB639i9EFJZ,运维工程师+不驻场+少出差+双休,麦可思数据科技,100-499人,大数据,本科,在校/应届,"系统运维, 实施交付运维, MySQL/Oracle, 计算机相关专业, 运维经验, 大数据运维经验",6-10K·13薪,成都,,2026-05-27 19:10:54
315e7de34ded04890nB429q6F1FT,vmware虚拟化工程师,易宝软件,1000-9999人,互联网,大专,5-10年,"Java, 系统运维, 计算机相关专业",10-12K,成都,,2026-05-27 19:11:16
c9ad5f1beb6864e70nB62tu_E1ZZ,游戏运维工程师,双倍游戏,100-499人,游戏,本科,3-5年,"游戏运维, mmo",8-13K·13薪,成都,,2026-05-27 19:12:19
ba1f481baceccac1031y2Nq9FFpU,k8s运维工程师,同程旅行,1000-9999人,互联网,本科,5-10年,,20-35K·15薪,成都,,2026-05-27 19:12:19
eb5529e74230aa461Xx63dW1FFRY,ai人工智能工程师,四川仁海梵唱数字...,0-20人,互联网,本科,5-10年,"云计算, 生物医疗, Python, C/C++, OpenCV, 机器学习算法/工程化经验, 深度学习经验, 嵌入式技术, 深度学习算法, 机器学习算法",20-40K,成都,,2026-05-27 19:13:00
dd10f47e93c5433a0nB43tm6FlZQ,弱电运维(驻场)工程师,治为科技,20-99人,其他生活服务,大专,1-3年,,5-7K,成都,,2026-05-27 19:13:21
6d2bc3eba48d10380nB529W4FVRQ,海油工程师,洋湃,100-499人,仪器仪表,大专,1-3年,"系统运维, 实施交付运维, 通信相关专业, 电子/电气/自动化相关专业, 运维经验, 运维开发经验, 网络安全相关经验, Linux, 自动化, 石油石化",5-7K,成都,,2026-05-27 19:13:21
497fe5ee2f6aa4d10nB50tm1GFBZ,运维工程师,成都奇异果网络科技,20-99人,移动互联网,本科,3-5年,,10-15K,成都,,2026-05-27 19:13:21
a1a249002f815e241nV82d24EVNY,维护工程师,精发准,0-20人,通信/网络设备,中专/中技,1-3年,"实施交付运维, 运维",3-5K,成都,,2026-05-27 19:13:21
df383e1bfdde85e20ndz0t21EldT,运维工程师,四川擎晟科技有限公司,0-20人,人工智能,本科,3-5年,,5-7K,成都,,2026-05-27 19:13:21
