职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
0852fb04195664550nB53N68ElpT,工艺工程师,迪富电子,100-499人,智能硬件/消费电子,大专,5-10年,"团队管理经验, 芯片/半导体经验, 半导体经验, AutoCAD, 量产工程师（PE）经验, 机械加工制造经验, 大家电经验, 成型工艺经验, 不需要出差, 模具经验, 小家电经验, 注塑经验, 橡胶经验, 耳机经验, 电脑经验, 自动化设备经验, 轻工消费品经验, 装配/总装经验, 手机经验, 电子/通信经验, 五金经验, 智能穿戴设备经验, 夹具/治具经验, 塑料经验, 电路板/集成电路经验, 现场工程师（ME）经验",10-13K,无锡,,2026-05-29 23:25:52
c4664699c2d7141e0nB-0t-5GFNT,调试工程师,超通智能,100-499人,仪器仪表/工业自动化,学历不限,3-5年,"机械/机电设备, 非标",7-10K,无锡,,2026-05-29 23:25:52
e1b070a9277b1a760nV52t61FlBQ,工艺工程师,某中型电子/半导体/集成电路公司,100-499人,电子/半导体/集成电路,本科,5-10年,"半导体经验, 芯片/半导体经验, 装配/总装经验, SolidWorks, 现场工程师（ME）经验, 不需要出差",20-35K,无锡,,2026-05-29 23:26:12
b2deef483f77be630nd-3NW4GVJU,sqe工程师,无锡亮源,100-499人,半导体/芯片,本科,3-5年,"光电, SQE工作经验, 熟悉ISO质量管理体系, 结构件",8-12K·13薪,无锡,,2026-05-29 23:26:12
8647314eb0df78540ndy2du7FFpZ,硬件工程师,双能达,20-99人,电子/半导体/集成电路,大专,3-5年,,10-15K,无锡,,2026-05-29 23:26:33
0e237452ddfc30dc0nZ72Ny6EVNZ,安全工程师,某机械设备公司,0-20人,机械设备/机电/重工,本科,3-5年,,22-25K·14薪,无锡,,2026-05-29 23:27:16
8b3681eadb397f560nB43Ni0ElNS,高级工程师,江苏腾信安全科技发展,20-99人,咨询,本科,3-5年,"要求有EHS工程师经验, 化工行业EHS经验, 注册安全工程师证书",15-16K,无锡,,2026-05-29 23:27:59
4673e1d1e9ff8e7f0nB739q9FFZT,FA工程师,无锡安绿光电有限公司,100-499人,计算机/通信/其他电子设备,大专,5-10年,,10-13K·13薪,无锡,,2026-05-29 23:27:59
872670610905c8000nB-2dy1FVZR,售前工程师,戎熵智造,20-99人,计算机/通信/其他电子设备,本科,5-10年,"无人机, 售前",10-15K,无锡,,2026-05-29 23:28:19
910813941eb6b2fc0ndy3Nq1FVBZ,质量工程师,真贺科技,0-20人,电子/硬件开发,本科,1-3年,,6-10K,无锡,,2026-05-29 23:28:19
1d04f48f7150a8c80nd929u9FVtS,sap运维工程师,盛合晶微,1000-9999人,半导体/芯片,本科,1-3年,,5-10K·14薪,无锡,,2026-05-29 23:28:41
e617ae930f4421f60ndy0tu5GFpR,实施工程师,黑湖科技,500-999人,企业服务,大专,3-5年,"客户全生命周期维护, ERP, 客户满意度, 制造业, SAAS, 客户续费, CRM",11-13K,无锡,,2026-05-29 23:28:41
68e2e1301fda7d7503d72ti4FVZR,机械工程师,普立讯智能科技公司,0-20人,自动化设备,本科,3-5年,"自动化机械经验, AutoCAD, 整机设计经验, 机器人经验, 有机械工程师经验",8-13K,无锡,,2026-05-29 23:28:41
2243cbe7d5d5b2ea0nd82Ny_GVdU,DFT工程师,亿方联创,100-499人,计算机软件,本科,5-10年,DFT,20-40K·15薪,无锡,,2026-05-29 23:28:41
56c4566378e6e7b21nR909y9EFpU,弱电工程师,锐目博识科技,0-20人,信息安全,本科,3-5年,硬件,8-10K,无锡,,2026-05-29 23:28:41
4bfa9e3e934929b70nd-2Ny5GVVZ,运维工程师,保诺(江苏)智能环境,0-20人,环保,本科,经验不限,系统运维,4-6K,无锡,,2026-05-29 23:28:41
