职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
59729d9cd259629a0nd62t-9GFtU,云计算工程师,杭数人才,100-499人,计算机软件,大专,3-5年,"openstack、VMware, CAS、cloudos",9-12K,海口,,2026-05-23 19:26:10
dfe66f175d1c06111H1_39i9FlZZ,云计算中级交付工程师-洛阳,东方通信,1000-9999人,通信/网络设备,大专,1-3年,"华为云交付, fusionsphere, HCS, openstack",7-10K,洛阳,,2026-05-23 19:26:10
6dce331daf5693fc0nZy3tm9GFNY,云计算开发工程师,华为云计算,10000人以上,互联网,本科,,,200-400元/天,上海,,2026-05-23 19:26:10
8ef4883eb03db73b0nZ_0tu0FlJW,云计算工程师,湖南宜速数智科技,20-99人,互联网,大专,1-3年,,6-7K,长沙,,2026-05-23 19:26:31
22837ca80a3fc2840nZ-3tW4GFVY,云计算高级工程师,兴业数金,1000-9999人,互联网,硕士,3-5年,"运维开发/DevOps, Python/Shell, Ansible/Salt/Puppet, Elasticsearch, Docker, Kubernetes, 计算机相关专业, 华为云, 阿里云, 腾讯云, AI, GPU",15-16K·20薪,上海,,2026-05-23 19:26:31
3a390c460ce076a60nV70969EVRS,云计算工程师（售后）,星辰信安,20-99人,互联网,大专,经验不限,"系统运维, linux, 桌面运维, 计算机相关专业, 云计算",6-8K,长沙,,2026-05-23 19:26:31
299a9383c8f2282b1H172dm9FVFU,云计算技术支持工程师（海外）,UCloud,1000-9999人,云计算,本科,1年以内,"IT技术支持经验, 售前/售后技术支持, 计算机/通信相关专业, 英文可沟通, 可适应出差",10-15K·15薪,上海,,2026-05-23 19:26:51
0ec96ae9fb551ac71nxy2Nu0EFNX,云计算运维工程师,曙光云计算,1000-9999人,计算机软件,本科,3-5年,"分布式技术, Linux, 虚拟化运维, Openstack, Docker",8-13K·13薪,邯郸,,2026-05-23 19:26:51
18f1be87d200aeab03dy2dm4FFpW,云计算工程师,深圳创想信通科技,20-99人,通信/网络设备,大专,3-5年,"网络运维, 通信相关专业, Docker, MySQL/Oracle, 系统运维, 计算机相关专业, 运维经验",11-12K,深圳,,2026-05-23 19:26:51
385a4ec0b590300a0nZ-3927E1ZY,云计算工程师,深圳万得云,20-99人,计算机软件,本科,1-3年,"英文读写能力良好, Ansible/Salt/Puppet, Docker, 大数据运维经验, MySQL, 运维开发经验, Python/Shell, 计算机相关专业, Kubernetes",8-12K·13薪,苏州,,2026-05-23 19:26:51
9c2b1b943761a0b91H1709u5FVVT,云计算工程师,河南卓优信息技术,20-99人,通信/网络设备,大专,1-3年,"计算机相关专业, 通信相关专业, HCIP, HCIE",7-8K,重庆,,2026-05-23 19:26:51
eaa31d0f93fb73970nV73Nq7FVJX,云计算工程师-华为项目,讯方技术股份,1000-9999人,计算机软件,大专,3-5年,,10-14K,珠海,,2026-05-23 19:26:51
df894aa6bfe4b01a0nd92t--EltU,云计算运维工程师,普宁懿火网络科技,0-20人,云计算,大专,经验不限,"网络运维, 实施交付运维, 系统运维, 桌面运维, 计算机相关专业, 运维经验, IDC机房运维",4-5K,揭阳,,2026-05-23 19:26:51
b260ed4c7178b4360nV429y1FltW,微服务工程师(OpenShift/Kafka/Redis),法本,10000人以上,计算机软件,本科,5-10年,"红帽, 系统运维, 项目管理, 运维开发经验, Kafka, Redis, Openshift, 运维经验, 云计算",30-40K,香港,,2026-05-23 19:26:51
71bf3c0a5b7fa5c70nR939q-GVRS,云计算驻场工程师,杭州明讯软件,100-499人,互联网,大专,3-5年,"系统运维, 云平台, 云计算, 分布式存储",9-11K,海口,,2026-05-23 19:27:12
3d000b05c25ac97d0nd809q0EFJW,云计算开发工程师,梯度科技,100-499人,计算机软件,本科,3-5年,"Python, Golang, Java, Kubernetes, Docker, MySQL",10-15K·14薪,长沙,,2026-05-23 19:27:12
91819168a78ad57c03x63Nm1E1tS,云计算工程师,杭州市上城区导源...,0-20人,计算机软件,本科,5-10年,,8-13K,杭州,,2026-05-23 19:27:12
de18e159dd7c28b60nZ60t-4GFJT,云计算工程师,湖北川灏贸易有限公司,100-499人,矿产/地质,本科,经验不限,"计算机相关专业, 网络安全相关经验, 软件工程",13-18K,凉山彝族自治州,,2026-05-23 19:27:12
f27ec721d37644e51H1z392-F1RY,云计算高级工程师,讯为科技,20-99人,通信/网络设备,大专,3-5年,"实施交付运维, Docker, Kubernetes, 计算机相关专业, 通信相关专业, FusionCompute, hcs, IAAS",12-17K,南昌,,2026-05-23 19:27:12
43755bab85be988e03B409y7GFRY,云计算交付工程师/专家,阿里云,10000人以上,互联网,硕士,5-10年,"Golang, DBA, 通信相关专业, Ansible/Salt/Puppet, 系统运维, 运维开发经验, 运维开发/DevOps, 计算机相关专业, Python/Shell, 电子/电气/自动化相关专业, 运维经验",25-50K·16薪,杭州,,2026-05-23 19:27:34
7aca69c6e8fc26ad03d82di4EVZS,云计算工程师,中电云计算技术,1000-9999人,计算机软件,本科,5-10年,,15-20K,成都,,2026-05-23 19:27:34
dbe5759a06f9ebae03V70tS_F1FV,云计算工程师,深圳云视融通科技,0-20人,云计算,大专,1年以内,,5-10K,深圳,,2026-05-23 19:27:34
df94790a065e92230nB409W5GFZY,运维工程师-D5761N,bilibili,10000人以上,互联网,本科,3-5年,"ELK, 云计算, K8S, Git, 互联网",15-30K·15薪,上海,,2026-05-23 19:27:54
d76c690cb19d361a0nB63Nq8EltV,云计算解决方案工程师,深圳鸿钧计算科技,100-499人,计算机服务,本科,经验不限,"计算机/通信相关专业, 云服务, 云计算实施工程师, 实施交付售后",9-14K·13薪,深圳,,2026-05-23 19:27:54
661f14bdcb93af1d03F-3d26EVVX,云计算技术支持工程师-北京,字节跳动,10000人以上,互联网,本科,5-10年,"企业内部IT技术支持, IT技术支持经验, 售前/售后技术支持, 计算机/通信相关专业, 英文可沟通, 技术支持, CICD, 代码读写能力, Devops, 云计算",30-60K,北京,,2026-05-23 19:27:54
4078b2d4c526e0e31Hx_3Ny7GFdU,云计算运维工程师,云南志同教育信息咨询,20-99人,人力资源服务,大专,经验不限,,7-8K,昆明,,2026-05-23 19:27:54
ef2a05434214ce970nZ53dm7GFtS,云计算开发工程师,数位物联,0-20人,计算机软件,本科,1-3年,"Rust, 边缘计算, Linux开发/部署经验, WASM",7-12K,西安,,2026-05-23 19:28:14
1422607eab3f28d30nV429i0ElJQ,云计算大客户经理,驻云集团,100-499人,计算机服务,大专,3-5年,,15-25K,上海,,2026-05-23 19:28:14
6d4ae4fc286c96940ndz3dy5FVNQ,运维工程师,金山云,1000-9999人,互联网,本科,1-3年,"网络运维, Python/Shell, 计算机相关专业, 通信相关专业, 运维经验, 云计算",10-15K,武汉,,2026-05-23 19:28:14
ffc579449354d4910nB52tu0FVFY,云计算系统运维工程师（日语）,野村综研(北京)...,100-499人,计算机软件,本科,5-10年,系统运维,15-18K·15薪,上海,,2026-05-23 19:28:14
338e573f1d3a68131nZ43t26FldS,云计算运维工程师,光环有云,20-99人,企业服务,本科,3-5年,"IT服务, KVM, 虚拟机技术, CI/CD, 自动化运维, 云计算",15-25K·15薪,北京,,2026-05-23 19:28:14
cd129b15077455fb0nV93ty6GFtQ,云计算售前工程师,云宏信息,100-499人,计算机软件,本科,10年以上,"云服务, 售前技术支持经验, 招投标经验, 虚拟化, 解决方案工程师, 私有云, 超融合, 产品经理",18-23K,上海,,2026-05-23 19:28:35
493571f5c2730ccb03153N24GVFY,云计算产品运维工程师,四川圣洁云创科技,0-20人,互联网,本科,1-3年,IDC机房运维,8-10K,成都,,2026-05-23 19:28:35
f7fdbf7037b3fe1e0nB439m1GFBT,售前工程师/架构师（云计算）,杰创智能,500-999人,人工智能,本科,5-10年,,20-30K,广州,,2026-05-23 19:28:35
651fa4876e5424271nFy2dm6FFVQ,云计算研发工程师,尖刀视,100-499人,计算机软件,本科,3-5年,高级软件工程师,15-16K,上海,,2026-05-23 19:28:57
3c72bbc5f59a36dd03192dq_E1NW,云计算技术售前工程师（解决方案）,福建省通信产业服务,20-99人,计算机软件,本科,3-5年,,10-15K·13薪,福州,,2026-05-23 19:28:57
86ace749af588cd70nV639m5EVBX,云计算运维工程师,北京国际算力服务,20-99人,云计算,硕士,3-5年,"GPU, 算力, 智算中心运维",20-30K·15薪,北京,,2026-05-23 19:28:57
1e40999ec22c35320nV-39u9FFRU,云计算高级工程师,北京某大型生活服务(O2O)公司,10000人以上,生活服务(O2O),本科,5-10年,"计算机相关专业, 通信相关专业, 运维经验, 运维开发经验, 虚拟化、存储、备份, 容器 K8S、混合云, 腾讯云 / 阿里云, Python/Go, API、IaC",30-50K·15薪,深圳,,2026-05-23 19:28:57
c85f08b055457dc703d509y4F1RT,云计算运维工程师,普天设计,100-499人,通信/网络设备,本科,1-3年,"系统运维, MySQL/Oracle, Docker, Kubernetes, 计算机相关专业, 运维经验, Linux, 云计算",7-8K,池州,,2026-05-23 19:28:57
f0ba6d1068bc32da03V40t28EFdZ,云计算MSP运维工程师（实习生）,赛客锐,20-99人,云计算,学历不限,经验不限,"网络运维, 日语, 系统运维, 运维开发/DevOps, 计算机相关专业, 网络安全相关经验, 运维经验, 云计算",2-3K,大连,,2026-05-23 19:28:57
de46cc49b461bf4b0nRz2N2-E1BU,云计算网络研发工程师(J13261),联通数字科技有限公司,1000-9999人,计算机软件,本科,3-5年,,18-35K·16薪,北京,,2026-05-23 19:29:18
