职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
458be9b6527643071HB43ty4GFpR,云计算工程师,峰潮信息,500-999人,计算机服务,大专,1-3年,"实施交付运维, 通信相关专业, HCIP, 系统运维, 华为, 计算机相关专业, 云计算",15-20K,乌鲁木齐,,2026-05-23 19:05:32
5c3a74c6b22d5a841H1y2Ny0F1BT,云计算运维工程师,智睿教育(豫闻读书),0-20人,培训/辅导机构,大专,经验不限,"网络运维, 实施交付运维, 通信相关专业, MySQL/Oracle, 大数据运维经验, 系统运维, 运维开发/DevOps, Python/Shell, 计算机相关专业, 电子/电气/自动化相关专业, 运维经验, IDC机房运维",10-11K,南阳,,2026-05-23 19:05:32
7a5b81b8d425a4f51Xd_29u-EFNZ,云计算运维工程师,晶特雅通讯,100-499人,互联网,大专,经验不限,虚拟机技术,10-11K,榆林,,2026-05-23 19:05:32
5fb437b65c4b61830nxz39W4EFA~,云计算工程师（揭阳）,盛凯信息,500-999人,通信/网络设备,大专,在校/应届,"运维工程师, 网络运维, 运维通信资格证书, 网络设备, 云计算",6-10K,揭阳,,2026-05-23 19:05:32
e9f72cd00d30c8f11Hdz3tm7FFJX,云计算工程师,阿拉山口市高盛信息,0-20人,计算机软件,本科,经验不限,"Python, Java, C++, Kubernetes, Kafka, Nginx, MySQL, Redis, Oracle, Linux开发/部署经验, 爬虫经验, 云计算经验",5-6K,成都,,2026-05-23 19:05:32
7401770d500778d203J-3960ElJV,云计算工程师,锐科信息,500-999人,通信/网络设备,大专,1-3年,"实施交付运维, 华为云",8-13K,深圳,,2026-05-23 19:05:53
29c2249a337d1d650nZ-2dq4E1JR,云计算开发工程师 (实习),华为,10000人以上,计算机软件,本科,,"Golang, Java, Docker, MongoDB, Spring, Python",300-450元/天,上海,,2026-05-23 19:05:53
5beed348a4036f7803B939S8FFJR,云计算工程师-南昌,中港科技,500-999人,智能硬件,大专,3-5年,,8-11K,南昌,,2026-05-23 19:05:53
b7d77581307dbbf30nR729m1E1pT,云计算驻场运维工程师,AWcloud,100-499人,计算机软件,大专,3-5年,"Pass, linux, openstack",7-8K,长沙,,2026-05-23 19:05:53
ffc7f7d4af587b5903B63d-6FVBZ,云计算评估服务 项目经理助理,山科数研,20-99人,计算机服务,本科,在校/应届,"计算机相关专业, 软件/信息技术项目, 云计算",6-7K·14薪,烟台,,2026-05-23 19:05:53
79a5a20eee5ecaad1Hdy0960ElJT,云计算运维工程师,空天数智,20-99人,计算机软件,本科,3-5年,"运维经验, 网络安全相关经验, 大数据运维经验, OpenStack",5-8K,宝鸡,,2026-05-23 19:05:53
6a905309527655d71Xd63N-9EFdQ,云计算工程师,百翌世纪,20-99人,电子商务,大专,1-3年,"虚拟化运维, KVM, Openstack, Cloudstack, 华为云, 公有云",10-15K,武汉,,2026-05-23 19:06:13
58b34e852715f4bd0nV-29q4FVNW,云计算交付运维工程师（西安）,中电信数智,1000-9999人,通信/网络设备,本科,1-3年,,11-20K,西安,,2026-05-23 19:06:13
dd564c4b4550333d03d43dy1GVpT,云计算工程师,帧途科技,0-20人,通信/网络设备,大专,1-3年,通信相关专业,8-12K,深圳,,2026-05-23 19:06:13
5144614b36501c4d0nV-2t27ElVZ,云计算高级研发工程师,油梨科技,20-99人,互联网,本科,经验不限,,200-400元/时,深圳,,2026-05-23 19:06:13
88403e643ad998fb0nZ-09m0FFVT,云计算/服务工程师,广州鼎峻科技有限公司,20-99人,信息安全,大专,1-3年,,10-15K,广州,,2026-05-23 19:06:13
4a59af2eb10433491XF93Nm8GVtU,云计算工程师,广州奕诺技术咨询,10000人以上,咨询,本科,1-3年,"运维开发/DevOps, 计算机相关专业, 运维开发经验, 大数据运维经验",10-11K,广州,,2026-05-23 19:06:13
0860f1fb5f9b3e030nR82Nm8FVtQ,云计算驻场运维工程师,拾柴信息,100-499人,计算机软件,大专,1-3年,"计算机相关专业, 公有云, 私有云",6-8K,盐城,,2026-05-23 19:06:33
8a47d66d755899e80nd82du5F1ZR,云计算交付工程师,绿色苹果,100-499人,计算机服务,大专,3-5年,,13-20K,北京,,2026-05-23 19:06:33
4cf6d9ece45559390ndy3tS8F1VX,云计算工程师,成都广域智安科技,20-99人,计算机软件,本科,1-3年,"CentOS/RedHat/Ubuntu, 系统建设/运维经验, Linux运维经验, Ansible/Salt/Puppet, 容器, k8s, Docker/Kubernetes, go语言, Python/Shell, 计算机相关专业, 计算机/网络系统工程师, 欧拉",15000-20000元/月,武汉,,2026-05-23 19:06:33
2fa9c725ad51b43e0nd639q_E1RY,云计算销售BD（AI 文旅方向）,蓝海彤翔,100-499人,互联网,大专,5-10年,"个人（To C）, 对企业/机构（To B）销售经验, 面销/陌拜经验, 软件/企业服务产品, 面销/陌拜, 互联网/科技, 企业服务, AI 文旅",15-25K,苏州,,2026-05-23 19:06:54
ed5171b6fb143c121HN-2dm4FVNV,云计算运维工程师,诺优服务科技服务中心,20-99人,通信/网络设备,大专,经验不限,,7-12K,昭通,,2026-05-23 19:06:54
19495a4c5bc8b7121nN-3tu_F1FV,云计算工程师,牧原智能科技,1000-9999人,智能硬件,本科,经验不限,"系统运维, 集群运维, 虚拟化运维, 大数据运维, 机房运维, 应用运维, Linux, Shell",7-12K,南阳,,2026-05-23 19:06:54
e056b73f38748a270nd70tu-EVdV,云计算交付工程师（双休+包吃三餐）,星辰信安,20-99人,互联网,大专,3-5年,"实施交付运维, 云计算, 路由交换, 防火墙",11-12K,深圳,,2026-05-23 19:06:54
0354b08897f4980f03x609W-E1dS,云计算工程师,安徽电信规划设计,500-999人,互联网,本科,3-5年,,12-18K,合肥,,2026-05-23 19:07:14
43d21375d0acbcd803x_2Nq7FlNX,云计算研发工程师,网易,10000人以上,互联网,本科,3-5年,,30-60K·16薪,广州,,2026-05-23 19:07:14
aea1feb61e8cb4511H1z392_E1tT,云计算高级工程师,讯为科技,20-99人,通信/网络设备,大专,3-5年,"实施交付运维, Docker, Kubernetes, 计算机相关专业, 通信相关专业, FusionCompute, hcs, IAAS",14-22K,南京,,2026-05-23 19:07:37
