职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
e4658e77880bf38c0nB_2t6-EFVS,云计算技术支持（火山引擎）-体验与服务,字节跳动,10000人以上,互联网,本科,在校/应届,,7-10K,重庆,,2026-05-30 18:45:52
80a956a0bcb6c7401XR83961GFRY,云计算工程师,紫光华智电子,20-99人,电子商务,本科,经验不限,Python,11-18K·14薪,重庆,,2026-05-30 18:45:52
2c1e0f12d0e013320nB_2tq7E1tX,运维工程师,四川准达,1000-9999人,通信/网络设备,大专,1-3年,,8-13K,重庆,,2026-05-30 18:45:52
870c5e614ea02a780nd_2dS7GFRY,cae工程师,罗斯德尔,500-999人,汽车零部件,学历不限,1-3年,"ansa, hypermesh, 座椅碰撞",6-10K,重庆,,2026-05-30 18:45:52
8e32c04b0f768353031-0tm0F1VT,云计算工程师,西部车网,20-99人,互联网,本科,1-3年,,15-20K,重庆,,2026-05-30 18:45:52
edc97d2a67afc82f03Z629S7GFRZ,云计算交付工程师,中软国际,10000人以上,计算机软件,大专,经验不限,"云计算交付, HCIE, hcs, HCIP-Cloud Computing",8-13K,重庆,,2026-05-30 18:45:52
2246b61761412f9503170ti9FFBS,云计算KA销售,重庆典名科技有限公司,100-499人,互联网,大专,3-5年,"软件/SaaS, 软件/信息化服务销售经验, B端市场开发经验, 公有云, 云计算, 泛互",10-15K,重庆,,2026-05-30 18:45:52
013566e979919eaa1XZz39--FlFW,云计算架构师,弦歌,100-499人,互联网,本科,1-3年,"Python, Linux, 系统运维, K8S",15-25K,重庆,,2026-05-30 18:45:52
7d1d0ccde091f5f30nB-3d65FVNU,主机运维工程师,华苏科技,1000-9999人,互联网,大专,3-5年,"IDC机房运维, 运维开发经验, 运维经验, 计算机相关专业, 红帽, RHCE, SUSE, openstack",7-8K,重庆,,2026-05-30 18:45:52
428cc34893fa6dff0nd809u5E1BQ,夹具工程师,重庆热联智能科技,20-99人,汽车研发/制造,大专,3-5年,"CATIA, 组装夹具经验, 焊装夹具经验, AutoCAD, 需要出差, 有夹具工程师经验, 机加工夹具经验, SolidWorks, 汽车经验, 焊接夹具经验, 非标设备经验",7-12K,重庆,,2026-05-30 18:45:52
d91702fe69d9758c1XN609m4FVdW,云计算运维专家,某知名互联网金融公司,1000-9999人,互联网金融,本科,10年以上,"运维, 运维监控, 系统运维, 安全运维, 自动化运维",50-80K·18薪,重庆,,2026-05-30 18:45:52
da1565de6278cf680ndy39y-GFFQ,TGV工程师,玻芯成(重庆)半导体,20-99人,半导体/芯片,本科,1-3年,"半导体经验, 芯片/半导体经验, 电路板/集成电路经验, 玻璃经验, 表面处理工艺经验, 连接/切割工艺经验, PVD经验, 激光切割经验, 试产工程师（NPI）经验, 量产工程师（PE）经验, 不需要出差",9-14K,重庆,,2026-05-30 18:46:14
c742359158ca66511XR42dq9FFRX,底盘工程师,天奕大承科技,100-499人,汽车研发/制造,本科,1-3年,底盘设计,9-10K,重庆,,2026-05-30 18:46:14
0b9981a1f9a0daf003R_2tS0GFJU,底盘工程师,重庆红驼动力科技,20-99人,其他制造业,本科,3-5年,"CATIA, AutoCAD, 底盘零部件经验, 主机厂, UG, 摩托车, 制动系统, 减震器, 制动系统经验, 要求底盘工程师经验, 悬挂, 悬挂系统经验, 主机厂经验",10-15K,重庆,,2026-05-30 18:46:14
801a34060c285b780nVz2t-9GVdU,全栈工程师,中科星启,20-99人,计算机软件,本科,经验不限,,8-13K,重庆,,2026-05-30 18:46:14
