职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
70c8a40500defecc1HF92tS5ElpT,云网工程师,中冉数字,500-999人,互联网,本科,3-5年,系统运维,8-12K·13薪,重庆,,2026-05-30 19:00:34
132988152614b3ca03J809q8FVFY,标定工程师,重庆张雪机车工业,1000-9999人,摩托车/自行车制造,大专,3-5年,摩托车,8-13K·14薪,重庆,,2026-05-30 19:00:55
613a65ddf0f62cff0nR60tm-EFVR,质量工程师,某大型通用设备上市公司,10000人以上,通用设备,本科,3-5年,,20-21K,重庆,,2026-05-30 19:01:16
495ffc4c17cca53f031-29--EFRQ,焊接 工程师,重庆鲍斯流体技术,20-99人,通用设备,大专,5-10年,"焊工上岗证, 重型机械, 焊接作业, 压力焊",8-13K·13薪,重庆,,2026-05-30 19:01:16
5de4c6b89bab2c830nV50t24GFJT,咨询工程师,中弘设计集团有限公司,20-99人,建筑工程咨询服务,大专,3-5年,可行性研究报告,6-7K,重庆,,2026-05-30 19:01:59
ddccb9f7c7b1e9ce03x93di8EltY,TCAD工程师,重庆某中型半导体/芯片公司,100-499人,半导体/芯片,硕士,5-10年,"器件仿真, 碳化硅, SiC器件",25-50K·14薪,重庆,,2026-05-30 19:02:21
dcdfa053fdb0db8e0nV-3N61FFNV,废气工程师,平庆环保科技公司,20-99人,环保,大专,3-5年,"不需长期出差, 有环保工程师经验",5-8K,重庆,,2026-05-30 19:02:21
bfd4cee020eca6d50nV_39W-GVZS,运维工程师,重庆晟鑫能源科技,0-20人,光伏,本科,1-3年,"实施交付运维, 大数据运维经验, 系统运维, 运维开发经验, 运维经验",8-10K·14薪,重庆,,2026-05-30 19:03:03
7953912f54215e831Xd70tm8EFpW,光学工程师,联庆仪器,100-499人,环保,本科,3-5年,"光学, 显微光学",12-20K·15薪,重庆,,2026-05-30 19:03:46
c1f92b5f84dea1ac0nd42tS9EFNQ,厂务工程师,武汉星钥半导体,100-499人,半导体/芯片,本科,5-10年,,15-25K·14薪,重庆,,2026-05-30 19:03:46
