职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
d6625ebe3505f90303J53t6_GVNZ,云计算工程师,神州数码,1000-9999人,计算机软件,大专,1-3年,"HCIE, hcs, 华为云",12-22K,北京,,2026-05-23 18:52:47
878aa45915fcbe6c0nR-29u1GFVS,云计算工程师（海南）,天诚伟业,500-999人,通信/网络设备,大专,1-3年,,8-10K,海口,,2026-05-23 18:53:28
1b95e0ed92b5b1740nZ_2t60GFFY,云计算工程师,浙江省健康云有限公司,20-99人,医疗健康,硕士,5-10年,"Golang, Docker, 微服务经验, MySQL, 云计算经验, 架构设计经验, Python, Kubernetes",15-30K,杭州,,2026-05-23 18:53:48
57318c183a204dbf031_39S6F1FQ,【26校招】云计算开发工程师,航旅纵横,500-999人,生活服务(O2O),本科,在校/应届,"Golang, Java, C++, C, MySQL, 分布式系统, Python",10-15K·14薪,北京,,2026-05-23 18:53:48
447f11fdee2e023c0nZ93969EFJQ,云计算工程师,中茵微电子,100-499人,半导体/芯片,本科,5-10年,"Java, C/C++, 后端开发经验, Linux系统, CI/CD, 云平台, Kubernetes架构, Python, 大数据处理开发经验, Docker/containerd",15-30K·14薪,成都,,2026-05-23 18:54:10
a4f29ce7d710a6a00nd42ti-GVdY,云计算平台架构工程师,银信科技,1000-9999人,计算机软件,大专,5-10年,,15-19K,上海,,2026-05-23 18:54:30
d75faefc45b7f8e003B72ty7FVRV,云计算运维工程师,海诺恒,0-20人,计算机软件,大专,1-3年,"IT技术支持经验, VMware, 售前/售后技术支持, 计算机/通信相关专业, 大数据运维经验, Docker/Kubernetes, 售后支持/客户响应经验",5-10K·13薪,淮南,,2026-05-23 18:54:30
7cf416b15666960e03Z_3tW8GVNZ,云计算工程师,比亚迪汽车工业,10000人以上,汽车研发/制造,本科,3-5年,,11-18K,深圳,,2026-05-23 18:54:51
381c88c3be6339061nN-3tm1F1dW,云计算&大数据运维工程师,北鹰电子科技有限公司,0-20人,计算机软件,大专,1-3年,"虚拟化, Linux, 网络",6-9K,乌鲁木齐,,2026-05-23 18:54:51
72f4570cb953119b1HNy3925EltR,云计算（IaaS）实施工程师(战略合作),中邮建,10000人以上,通信/网络设备,大专,5-10年,"计算机相关专业, 可适应出差, 硬件服务器, 网络技术",11-16K,南京,,2026-05-23 18:55:12
b7f6a17814da45931Hx-39m6GVI~,云计算运维工程师,富途,1000-9999人,互联网,本科,3-5年,"Linux, 系统运维, MySQL",14-28K·13薪,深圳,,2026-05-23 18:55:55
