职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
dc4147963226bb5c0nB_3N-8FFJU,高级网络运维工程师,APUS,100-499人,互联网,大专,5-10年,"有网络工程师经验, 甲方企业, 3到5年网络工程师经验, 大型网络运维, 大型网络实施, CCNA/HCIA等, CCNP/HCIP等, CCIE/HCIE等",15-16K·14薪,北京,,2026-06-01 16:10:07
813c76332e4617f00nB-2d2_EFdV,网络工程师,拓维云创,1000-9999人,计算机软件,本科,3-5年,"有网络工程师经验, 甲方企业, 3到5年网络工程师经验, 5年以上网络工程师经验, 计算机相关专业, 熟悉Linux等操作系统, 大型网络实施, 大型网络运维, CCNA/HCIA等, CCNP/HCIP等, CCIE/HCIE等",11-13K,北京,,2026-06-01 16:10:07
785abdb0eba4280e0nB-29-7FVRU,高级网络工程师,北京晶澳太阳能光...,10000人以上,光伏,本科,5-10年,,15-25K,北京,,2026-06-01 16:10:07
979c43121ef6ed691XJ63dq4EFVT,网络工程师（就近分配）,首信科技,500-999人,计算机软件,本科,1-3年,,8-12K,北京,,2026-06-01 16:10:27
f06aa9a85827dbdc0nB40tm0EVZR,中级网络运维工程师,工大五域,0-20人,计算机硬件,大专,1-3年,"网络运维, 实施交付运维, 运维经验",10-11K·13薪,北京,,2026-06-01 16:10:27
60fe90d66c2cff691HF52tm4FVpY,初级网络工程师,杭州金泷信息科技,20-99人,计算机服务,大专,3-5年,"HCNA/HCNP, CCNA/CCNP, CCIE, 计算机相关专业, 网络运维经验, 网络建设/系统集成经验",10-13K,北京,,2026-06-01 16:10:27
4dd5e9da9d0d490e1Hdz3NW1FlU~,网络工程师,安全邦,20-99人,信息安全,学历不限,经验不限,"网络, 安全, 运维",4-5K,北京,,2026-06-01 16:10:27
dc23abc8e95fd3520nB50tS1ElZS,数据中心华三网络运维工程师,冀纵科技,20-99人,信息安全,大专,3-5年,"有网络工程师经验, 3到5年网络工程师经验, 大型网络运维, 数据中心运维, CCNP/HCIP等, CCIE/HCIE等, 系统集成商, 不需要出差",10-13K,北京,,2026-06-01 16:10:27
2f11541bfb5324d80nZ_3964EFdV,网络工程师（AIDC）,北拓资本,100-499人,投资/融资,本科,5-10年,"有网络工程师经验, 5年以上网络工程师经验, 计算机相关专业, 网络架构设计, 数据中心运维, 大型网络运维, 英文听说读写能力, CCNA/HCIA等, CCNP/HCIP等, CCIE/HCIE等, 网络工程师",30-45K,北京,,2026-06-01 16:10:27
39197f9c3c503b0c1n1-0t64FlZU,高级网络工程师,泰和利通,100-499人,互联网金融,本科,3-5年,"负载均衡, HCIE, SDN, 网络规划设计, 数据中心",15-25K,北京,,2026-06-01 16:10:48
2cd474e1da2abcb80nVy0tS-GVpT,传输网络工程师（OTN/PTN）,北京悠然智算科技,20-99人,通信/网络设备,本科,3-5年,"光纤工程师, 光通信, 运维通信资格证书, 光传输, 数通工程师",10-15K·13薪,北京,,2026-06-01 16:10:48
c6a250e633b6a1d31nZ62tS7GFZW,网络工程师,浩鲸科技,10000人以上,通信/网络设备,本科,1-3年,"CCNP/HCIP等, Java, 运维通信资格证书, 数据中心运维, 有网络工程师经验, CCNA/HCIA等, Windows, 3到5年网络工程师经验, 系统集成商, 网络设备, CCIE证书, CCNP证书, 大型网络运维, 网络规划设计, 云计算",13-16K,北京,,2026-06-01 16:10:48
f6100c7cc92824c70nB-2tu9EldT,网络安全运维工程师,华安普特,20-99人,互联网,本科,1-3年,,7-8K,北京,,2026-06-01 16:10:48
3100c2ea38f27ccf0nB_3Nu0EFpR,网络运维工程师,某大型知名互联网公司,10000人以上,互联网,本科,3-5年,"有网络工程师经验, Python, 甲方企业, 不需要出差, CCNA/HCIA等, 大型网络运维, 3到5年网络工程师经验",15-25K,北京,,2026-06-01 16:10:48
19c8250e64a032340nd83NS8F1pT,网络运维工程师（运营商）,牧云,20-99人,人工智能,本科,3-5年,"IDC机房运维, BGP, MPLS, 割接, 节点, POP 点",8-13K·13薪,北京,,2026-06-01 16:11:07
ccb1249e2c86f1061H183d25EVNR,高级物理网络运维工程师,天翼云,1000-9999人,计算机软件,大专,3-5年,"物理网络, 云监控, 网络运维",13-20K,北京,,2026-06-01 16:11:07
dab9492033726a361n1y3dS0E1VW,网络工程师,神州立达,20-99人,计算机硬件,大专,3-5年,"CCNP/HCIP等, PMP证书, 网络架构设计, Zabbix/Prometheus, 有网络工程师经验, 熟悉Linux等操作系统, 大型网络实施, 计算机相关专业, 网络工程师证, CCIE/HCIE等, 1到3年网络工程师经验, 系统集成商, Python",7-11K·13薪,北京,,2026-06-01 16:11:07
c45119ad14bbb74c0nd60ty1E1pW,网络工程师-高级,舟航信息,20-99人,计算机服务,本科,5-10年,"有网络工程师经验, 甲方企业, 不需要出差, 5年以上网络工程师经验, 通信相关专业, 大型网络实施, 大型网络运维, 网络架构设计, CCIE/HCIE等",11-15K,北京,,2026-06-01 16:11:07
9c119329ab3470a00ndz0tm-F1tV,云网络运维工程师,亿立东方,100-499人,人力资源服务,本科,3-5年,"计算机相关专业, 阿里云ACP或ACE 证书, 云运维经验",12-14K,北京,,2026-06-01 16:11:07
500aedac0073ba820nd-3dS9ElJW,IT 系统及网络运维工程师,首形科技,20-99人,人工智能,本科,3-5年,,12-18K,北京,,2026-06-01 16:11:07
2eafe56bca44c8580ndz3dy4GFRR,网络和桌面运维工程师,恒赢智航,1000-9999人,计算机软件,大专,3-5年,"不需要出差, 网络运维, 有网络工程师经验, 桌面运维, 3到5年网络工程师经验",7-8K,北京,,2026-06-01 16:11:28
1b78b50a5021601b0nB43ti5GVpX,网络工程师 (驻沙特利雅得),智维数安,100-499人,计算机软件,本科,3-5年,"有网络工程师经验, 通信设备商, 3到5年网络工程师经验, 大型网络实施, 大型网络运维, 英文流利",20-40K,北京,,2026-06-01 16:11:28
c484c121901ab8a90nZ_3tS7EltU,网络工程师,大禹,20-99人,计算机硬件,学历不限,1-3年,"CCNP/HCIP等, 网络架构设计, 有网络工程师经验, 数据中心运维, 1到3年网络工程师经验, CCNA/HCIA等, 大型网络实施, 计算机相关专业, 大型网络运维",15-25K,北京,,2026-06-01 16:11:28
1f17412f7f5b25c71XN_2di1FlpY,中级网络工程师,清研宏达,20-99人,大数据,大专,1-3年,"网络建设/系统集成经验, CCNA/CCNP",8-12K,北京,,2026-06-01 16:11:28
fb4d49409431e3a01HZ539u5FVVT,网络工程师,富源信诚,20-99人,工程施工,大专,1-3年,"通信/工程相关专业, 网络建设/系统集成经验, CCIE, 有网络工程师经验, HCIE, 计算机相关专业",8-12K,北京,,2026-06-01 16:11:48
13de3a3cb9e93d111nJ62dy1E1ZW,网络工程师、运维工程师,中汇天成,20-99人,通信/网络设备,大专,3-5年,"HCIP, 华为, 深信服, 网络工程师",6-8K,北京,,2026-06-01 16:11:48
548c0ff07e82f47b0nJ_3tq6FVM~,网络工程师,信实志远,0-20人,计算机服务,大专,经验不限,"网络运维, 网络交换技术, 运维工程师, 网络设备, 网络协议",9-12K,北京,,2026-06-01 16:11:48
ee659c755a7d9a310nV70tq-F1RS,网络工程师（机房值班岗-只接受现场面试）,联云易通,100-499人,运营商/增值服务,大专,1-3年,"有网络工程师经验, 运营商, 不需要出差, 1到3年网络工程师经验, 通信相关专业, 计算机相关专业, 网络架构设计, 数据中心运维, CCNA/HCIA等, CCNP/HCIP等",6-10K,北京,,2026-06-01 16:11:48
f809b7dc9dd907aa0Hx52ti9GVc~,网络安全工程师,ES56,20-99人,信息安全,本科,3-5年,"CCNP/HCIP等, 网络运维, IT技术支持, 有网络工程师经验, 1到3年网络工程师经验, CCNA/HCIA等, 大型网络实施, 系统集成商, 安全运维, 精通防火墙",8-12K·13薪,北京,,2026-06-01 16:11:48
3441bd34edc28c511HF83ti9FVpZ,网络工程师,中科大脑,500-999人,人工智能,本科,1-3年,"网络运维, hcip, 网络交换技术, 运维工程师, 安全运维, 网络协议, cisp",6-8K,北京,,2026-06-01 16:11:48
e323be478854251e0nZ43969FFVR,中级网络工程师,久胜科技,20-99人,计算机服务,本科,3-5年,"有网络工程师经验, 不需要出差, 计算机相关专业, CCNA/HCIA等, 3到5年网络工程师经验",9-13K,北京,,2026-06-01 16:11:48
4e99312a3bc9374e1HZ809y8F1JQ,实习网络工程师,正道天成,20-99人,通信/网络设备,本科,经验不限,"系统集成项目管理工程师, 提供转正机会, 提供实习证明, 计算机相关专业, 通信/工程相关专业, 精通CAD",7-12K·14薪,北京,,2026-06-01 16:11:48
