职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
1c076be6fa0ce21b0nZ_2Ny0EVdU,网络运维工程师,五州行,0-20人,通信/网络设备,大专,1-3年,网络运维,6-8K,北京,,2026-06-01 16:02:41
5dfb6d504ab0b2c10nB_3tm4EFVT,网络工程师,捷尔讯,100-499人,计算机服务,大专,1-3年,"不需要出差, 网络架构设计, 有网络工程师经验, 1到3年网络工程师经验, 计算机相关专业, 甲方企业, 大型网络运维",300-350元/天,北京,,2026-06-01 16:02:41
f2ffb34e9bf34e600ndy3tq_F1RV,网络工程师,重庆软维科技有限公司,500-999人,计算机软件,大专,1-3年,"有网络工程师经验, 1到3年网络工程师经验, 大型网络运维, 数据中心运维, CCNP/HCIP等, CCIE/HCIE等, 不需要出差, 网络工程师、网络运维、华三、华为, 网络故障处理、网络安全",8-10K,北京,,2026-06-01 16:02:41
84e588240cb482250nZ73tW9EldV,通信网络工程师,中联志德,0-20人,运营商/增值服务,本科,1-3年,"光缆装维, 光纤工程师, 网络运维",8-13K,北京,,2026-06-01 16:02:41
89b6202cbbad92f11HJ42Ny4ElVQ,运维网络工程师,北京町云有限公司,100-499人,通信/网络设备,中专/中技,1年以内,"计算机相关专业, 通信/工程相关专业, 宽带安装",8-13K,北京,,2026-06-01 16:02:41
175b93e5ca0846220nd92965ElNX,机房网络运维工程师,博彦科技承德有限公司,10000人以上,互联网,本科,3-5年,"IDC机房运维, Java, 计算机相关专业, 银行行业, 核心机房网络, 保险经验, 保险行业, 华为、锐捷、山石",12-14K,北京,,2026-06-01 16:02:41
8b65c5de65fb7c560nB_09--GVpV,高级网络运维工程师（全额社保公积金）,深德科,1000-9999人,计算机软件,本科,5-10年,"网络运维, 入职缴纳五险一金",13-14K,北京,,2026-06-01 16:02:41
a839c6903f9a74501HF53N66FFRV,初级网络工程师,赛维博信,0-20人,通信/网络设备,大专,经验不限,"通信/工程相关专业, 网络建设/系统集成经验, 1年以内网络工程师经验, 有网络工程师经验, 1到3年网络工程师经验, 计算机相关专业",3-4K,北京,,2026-06-01 16:02:41
69969c3913fdb23a0nB-0tm4FFBW,驻场 IT 运维工程师（桌面支持 / 网络）,智诚卓越,20-99人,计算机软件,大专,5-10年,"桌面运维, 网络运维, 系统运维, IDC机房运维, 实施交付运维, 计算机相关专业, 电子/电气/自动化相关专业, 运维经验, 网络安全相关经验, 打印机/复印机维修经验",10-15K,北京,,2026-06-01 16:02:41
94c40cdc5e8c7e2e0nB-392_FFdY,初中级网络工程师,中电信数智,1000-9999人,通信/网络设备,大专,3-5年,"有网络工程师经验, 不需要出差, 1到3年网络工程师经验, 3到5年网络工程师经验, 计算机相关专业, 大型网络运维, 数据中心运维, 金融网络运维, CCNA/HCIA等, CCNP/HCIP等, CCIE/HCIE等",9-14K,北京,,2026-06-01 16:02:41
2c140a3f535a6edc031-3NW1FFZU,网络工程师（驻场）,泰迪默科技,20-99人,智能硬件,学历不限,1-3年,"不需要出差, 通信相关专业, 有网络工程师经验, 1到3年网络工程师经验, 计算机相关专业",5-7K,北京,,2026-06-01 16:02:41
5b450a633226844f03F409W9FlRW,售前网络工程师,北京有蓝科技,20-99人,通信/网络设备,学历不限,3-5年,"5年以上网络工程师经验, 不需要出差, 通信相关专业, 有网络工程师经验, 售前, 技术支持, 系统集成商, 方案制作, 计算机相关专业, 3到5年网络工程师经验",7-10K,北京,,2026-06-01 16:02:41
b5e4d8fddb6dba910nB73NS7EVZU,【留用实习】网络工程师 - 【IT中心】,快手,10000人以上,社交网络与媒体,本科,,"不需要出差, 通信相关专业, 1年以内网络工程师经验, 有网络工程师经验, 计算机相关专业",250-300元/天,北京,,2026-06-01 16:02:41
320534ee02595f3403d43N25FFRX,网络工程师,北京勤慕数据,20-99人,通信/网络设备,本科,1年以内,"CCNP/HCIP等, CCIE/HCIE等, 路由器配置, 1年以内网络工程师经验, PMP证书, 负载均衡, 有网络工程师经验, CCNA/HCIA等, HCIE, 通信/网络设备, 其他, Python",8-12K,北京,,2026-06-01 16:02:41
6351be3fe230fcae0nB-09y0FFtW,网络工程师,众诚道合,100-499人,人力资源服务,本科,3-5年,"CCNP/HCIP等, 不需要出差, 通信相关专业, 网络架构设计, 有网络工程师经验, 数据中心运维, Zabbix/Prometheus, CCNA/HCIA等, 大型网络实施, 其他, 计算机相关专业, 3到5年网络工程师经验",10-15K,北京,,2026-06-01 16:02:41
2b9e84db49976c810nd8396_E1pU,智算网络工程师,北京电旗,1000-9999人,互联网,大专,1-3年,"有网络工程师经验, 不需要出差, 3到5年网络工程师经验, 智算网络工程师",14-17K,北京,,2026-06-01 16:03:02
837cf81cd739793c0nZ93tu0FVNV,高级网络工程师(IDC网络),某大型知名互联网公司,10000人以上,互联网,本科,3-5年,,25-50K·13薪,北京,,2026-06-01 16:03:02
db773f5e2ee143730nR92tW_ElpV,网络工程师（兼职）,张家口跃迁网络科技,20-99人,电子商务,大专,1-3年,"有网络工程师经验, 1到3年网络工程师经验, 通信相关专业, 熟悉Linux等操作系统, 数据库管理, 网络架构设计, 数据中心运维, CCNA/HCIA等, CCNP/HCIP等, Zabbix/Prometheus, 系统集成商, 不需要出差",40-55元/时,北京,,2026-06-01 16:03:02
846d1583e6685f341nN70tS0FVJQ,电信网络工程师,北京优伦电子,20-99人,通信/网络设备,中专/中技,1年以内,"有宽带装维经验, 通信专业, 网络维护, 网络交换技术, 会绘制CAD图纸的优先, 有楼宇施工经验的优先",4-8K,北京,,2026-06-01 16:03:02
536ec15062bce50c0nB42tm1F1NQ,网络工程师,河南拾年信息科技,100-499人,信息安全,大专,5-10年,"有网络工程师经验, 不需要出差, 5年以上网络工程师经验, 网络架构设计, 大型网络实施, 大型网络运维, 数据中心运维, CCNA/HCIA等, CCNP/HCIP等, 安全设备, ips, waf",10-13K,北京,,2026-06-01 16:03:02
ed332c5420e692020nV-2t20FFdQ,高级网络运维工程师- （顺义-南法信）,先进数通,1000-9999人,计算机软件,本科,10年以上,"网络运维, MySQL/Oracle, 银行经验, 云平台分布式, Python/Shell, 网络协议",14-15K,北京,,2026-06-01 16:03:02
0e9b718baa48ee3a0nZ90ty5FlJZ,高级网络工程师,鹍智科技,20-99人,互联网,本科,5-10年,"CCIE/HCIE等, 不需要出差, 5年以上网络工程师经验, 网络架构设计, 有网络工程师经验, 数据中心运维, 大型网络实施, 甲方企业, 大型网络运维, 数据库管理",11-18K,北京,,2026-06-01 16:03:02
47d82b8127a766f71XB539W_EFtZ,网络安全工程师,恒安信创,20-99人,通信/网络设备,本科,在校/应届,"网络运维经验, 计算机相关专业, 网络安全相关经验",5-10K,北京,,2026-06-01 16:03:02
14387c414839049e0nB_3dS4F1NU,网络交付工程师,可利邦,100-499人,大数据,本科,1-3年,,10-15K,北京,,2026-06-01 16:03:02
b41b7f2c0be2001f0nB52tq1GVFW,资深网络运维工程师,中关动力,20-99人,计算机软件,大专,5-10年,"网络运维, IDC机房运维, H3C, 防火墙",9-12K,北京,,2026-06-01 16:03:02
e540f2def341c15a0nR93di1FFBT,资深网络工程师,北京国信祥云科技,0-20人,计算机硬件,大专,5-10年,"CCNP/HCIP等, CCIE/HCIE等, 5年以上网络工程师经验, 不需要出差, 有网络工程师经验, Zabbix/Prometheus, 熟悉Linux等操作系统, 系统集成商, 计算机相关专业, 3到5年网络工程师经验, 大型网络运维",8-9K,北京,,2026-06-01 16:03:02
033af8231525f19a03d839W9GFRW,网络工程师,北京乐讯科技有限公司,100-499人,互联网,大专,3-5年,"有网络工程师经验, 系统集成商, 3到5年网络工程师经验, 网络架构设计, 大型网络实施, 大型网络运维, 数据中心运维, CCIE/HCIE等",14-20K·13薪,北京,,2026-06-01 16:03:02
a83b66f4d65a6fb91XFz09q8FVNU,资深网络运维工程师,伟豪基业,20-99人,计算机服务,大专,1-3年,"计算机相关专业, 通信/工程相关专业, 网络运维经验, CCNA/CCNP, HCNA/HCNP, HCIE",6-10K,北京,,2026-06-01 16:03:02
