职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
5dfb6d504ab0b2c10nB_3tm4EFVT,网络工程师,捷尔讯,100-499人,计算机服务,大专,1-3年,"不需要出差, 网络架构设计, 有网络工程师经验, 1到3年网络工程师经验, 计算机相关专业, 甲方企业, 大型网络运维",300-350元/天,北京,,2026-06-01 16:02:08
1c076be6fa0ce21b0nZ_2Ny0EVdU,网络运维工程师,五州行,0-20人,通信/网络设备,大专,1-3年,网络运维,6-8K,北京,,2026-06-01 16:02:08
84e588240cb482250nZ73tW9EldV,通信网络工程师,中联志德,0-20人,运营商/增值服务,本科,1-3年,"光缆装维, 光纤工程师, 网络运维",8-13K,北京,,2026-06-01 16:02:08
89b6202cbbad92f11HJ42Ny4ElVQ,运维网络工程师,北京町云有限公司,100-499人,通信/网络设备,中专/中技,1年以内,"计算机相关专业, 通信/工程相关专业, 宽带安装",8-13K,北京,,2026-06-01 16:02:08
175b93e5ca0846220nd92965ElNX,机房网络运维工程师,博彦科技承德有限公司,10000人以上,互联网,本科,3-5年,"IDC机房运维, Java, 计算机相关专业, 银行行业, 核心机房网络, 保险经验, 保险行业, 华为、锐捷、山石",12-14K,北京,,2026-06-01 16:02:08
8b65c5de65fb7c560nB_09--GVpV,高级网络运维工程师（全额社保公积金）,深德科,1000-9999人,计算机软件,本科,5-10年,"网络运维, 入职缴纳五险一金",13-14K,北京,,2026-06-01 16:02:08
a839c6903f9a74501HF53N66FFRV,初级网络工程师,赛维博信,0-20人,通信/网络设备,大专,经验不限,"通信/工程相关专业, 网络建设/系统集成经验, 1年以内网络工程师经验, 有网络工程师经验, 1到3年网络工程师经验, 计算机相关专业",3-4K,北京,,2026-06-01 16:02:08
69969c3913fdb23a0nB-0tm4FFBW,驻场 IT 运维工程师（桌面支持 / 网络）,智诚卓越,20-99人,计算机软件,大专,5-10年,"桌面运维, 网络运维, 系统运维, IDC机房运维, 实施交付运维, 计算机相关专业, 电子/电气/自动化相关专业, 运维经验, 网络安全相关经验, 打印机/复印机维修经验",10-15K,北京,,2026-06-01 16:02:08
2c140a3f535a6edc031-3NW1FFZU,网络工程师（驻场）,泰迪默科技,20-99人,智能硬件,学历不限,1-3年,"不需要出差, 通信相关专业, 有网络工程师经验, 1到3年网络工程师经验, 计算机相关专业",5-7K,北京,,2026-06-01 16:02:08
ea6cbce26c2a4a640nR_2N2_E1tS,数据中心网络工程师-外派大厂包三餐,软通动力,10000人以上,计算机软件,大专,3-5年,"TCP/IP路由协议, 数据中心网络, 网络故障分析调试能力",11-20K,北京,,2026-06-01 16:02:08
94c40cdc5e8c7e2e0nB-392_FFdY,初中级网络工程师,中电信数智,1000-9999人,通信/网络设备,大专,3-5年,"有网络工程师经验, 不需要出差, 1到3年网络工程师经验, 3到5年网络工程师经验, 计算机相关专业, 大型网络运维, 数据中心运维, 金融网络运维, CCNA/HCIA等, CCNP/HCIP等, CCIE/HCIE等",9-14K,北京,,2026-06-01 16:02:08
5b450a633226844f03F409W9FlRW,售前网络工程师,北京有蓝科技,20-99人,通信/网络设备,学历不限,3-5年,"5年以上网络工程师经验, 不需要出差, 通信相关专业, 有网络工程师经验, 售前, 技术支持, 系统集成商, 方案制作, 计算机相关专业, 3到5年网络工程师经验",7-10K,北京,,2026-06-01 16:02:08
b5e4d8fddb6dba910nB73NS7EVZU,【留用实习】网络工程师 - 【IT中心】,快手,10000人以上,社交网络与媒体,本科,,"不需要出差, 通信相关专业, 1年以内网络工程师经验, 有网络工程师经验, 计算机相关专业",250-300元/天,北京,,2026-06-01 16:02:08
320534ee02595f3403d43N25FFRX,网络工程师,北京勤慕数据,20-99人,通信/网络设备,本科,1年以内,"CCNP/HCIP等, CCIE/HCIE等, 路由器配置, 1年以内网络工程师经验, PMP证书, 负载均衡, 有网络工程师经验, CCNA/HCIA等, HCIE, 通信/网络设备, 其他, Python",8-12K,北京,,2026-06-01 16:02:08
6351be3fe230fcae0nB-09y0FFtW,网络工程师,众诚道合,100-499人,人力资源服务,本科,3-5年,"CCNP/HCIP等, 不需要出差, 通信相关专业, 网络架构设计, 有网络工程师经验, 数据中心运维, Zabbix/Prometheus, CCNA/HCIA等, 大型网络实施, 其他, 计算机相关专业, 3到5年网络工程师经验",10-15K,北京,,2026-06-01 16:02:08
