职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
9d4109c8676eb4fd0nd43dm4GFdR,【上市公司】-网络工程师,易点云,1000-9999人,企业服务,本科,经验不限,,15-20K,北京,,2026-06-01 16:23:50
445d7f270f6b9b120ndy2Ny-GVJS,网络工程师,伟仕佳杰,1000-9999人,计算机服务,本科,5-10年,"通信相关专业, 计算机相关专业, 大型网络运维, CCIE/HCIE等, 不需要出差, 有网络工程师经验, 5年以上网络工程师经验, IPV6, 广域网",12-19K,北京,,2026-06-01 16:23:50
e0363d65bf89704b1Hd83du8F1FR,网络 监控工程师,宏达伟联,0-20人,计算机服务,学历不限,1-3年,系统集成项目管理工程师,6-11K,北京,,2026-06-01 16:24:12
68112a676e637fa10nB43NW5GVBX,网络工程师,中电信数智,1000-9999人,通信/网络设备,大专,5-10年,"有网络工程师经验, 不需要出差, 3到5年网络工程师经验, 5年以上网络工程师经验, 1到3年网络工程师经验, 计算机相关专业, 大型网络运维, 数据中心运维, 金融网络运维, CCNA/HCIA等, CCNP/HCIP等, CCIE/HCIE等",15-20K,北京,,2026-06-01 16:24:12
6c06a0a4ef8f5f6603x-2Ny5EVVT,中级网络运维工程师,某大型互联网上市公司,1000-9999人,互联网,大专,5-10年,"有网络工程师经验, Python, Zabbix/Prometheus, 不需要出差, 5年以上网络工程师经验, 计算机相关专业, 大型网络运维, 大型网络实施, 数据中心运维, 熟悉Linux等操作系统, CCNA/HCIA等",15-30K,北京,,2026-06-01 16:24:33
98bc204ae4b9e22c0XV-3Ni4EFY~,网络工程师,小珩科技,0-20人,通信/网络设备,大专,在校/应届,"CCNP/HCIP等, 网络运维, 通信相关专业, 网络架构设计, IT技术支持, Zabbix/Prometheus, 有网络工程师经验, CCNA/HCIA等, 网络交换技术, 服务器配置, 大型网络实施, 计算机相关专业, 网络工程师证, 网络安全, CCIE/HCIE等, 1年以内网络工程师经验, 1到3年网络工程师经验, 系统集成商, 网络设备, 大型网络运维",5-7K,北京,,2026-06-01 16:24:33
ae7b2e24877bdcc00nB_09m-FFZW,北京-IT在线支持运维工程师(网络方向),微创软件,10000人以上,计算机软件,本科,1-3年,"系统运维, 网络运维",10-13K,北京,,2026-06-01 16:24:33
08f1af9b1a411a800nd80t-9E1JS,it网络运维工程师,清程极智,20-99人,人工智能,本科,1-3年,,11-20K,北京,,2026-06-01 16:24:53
3a06d5034dc6b5441nxy0t28F1VY,中级网络工程师,怡和天润,20-99人,通信/网络设备,大专,1-3年,"CCNP/HCIP等, 有网络工程师经验, 数据中心运维, 路由器, 需要出差, 计算机相关专业, 交换机配置, 交换机, CCIE/HCIE等, 路由器配置, 1到3年网络工程师经验, 系统集成商, 网络设备, CCIE证书",10-15K,北京,,2026-06-01 16:24:53
766108fb8ab4f0d70nB-3tq7E1NV,网络工程师,掌动智能,100-499人,计算机软件,大专,5-10年,"网络架构, 网络运维, 防火墙, 网络交换技术, 技术文案, 网络协议, 网络安全",10-15K,北京,,2026-06-01 16:24:53
71a7bf50718d7dba0nB-0965F1FS,网络运维工程师（兼职）,小烽北京,0-20人,批发/零售,本科,3-5年,"网络运维, MySQL/Oracle, Docker, 系统运维, 运维开发经验, Python/Shell, 计算机相关专业, 网络安全相关经验, IDC机房运维, Kubernetes",1-5K,北京,,2026-06-01 16:25:13
9f3064c2b7cfac910nB-2di0EVRQ,网络工程师(交易所方向),某中型基金公司,100-499人,基金,本科,经验不限,,40-60K,北京,,2026-06-01 16:25:13
72f8bf47fc466a2c1nVz29m-ElNX,网络工程师,神州飞黄,20-99人,通信/网络设备,大专,经验不限,"网络设备, 网络安全, 交换机配置, 路由器配置, 故障处理",8-10K,北京,,2026-06-01 16:25:35
af915d5d4b6e46900nB72961EVVQ,网络工程师,某大型互联网公司,1000-9999人,互联网,硕士,1-3年,,15-25K,北京,,2026-06-01 16:25:55
8ff92dba919228d01Xd53Ni9ElBW,网络工程师,天元芯科,20-99人,电子/半导体/集成电路,大专,1-3年,交换机配置,8-12K·13薪,北京,,2026-06-01 16:25:55
3d322d2df0f83a733ndy09q6EFA~,网络工程师,东方纵横认证,500-999人,检测/认证/知识产权,学历不限,经验不限,"网络运维, 运维, 安全运维, 运维工程师, 系统运维",6-11K,北京,,2026-06-01 16:25:55
1a3995cca2ff98090nB639u8F1dS,【广东办公】高级网络工程师,SHEIN,10000人以上,电子商务,本科,3-5年,"CCNP/HCIP等, 防火墙, 通信相关专业, 有网络工程师经验, 数据中心运维, 路由器, CCNA/HCIA等, 大型网络实施, 应急响应, 计算机相关专业, 网络监控, 3到5年网络工程师经验, 甲方企业, 交换机, CCIE/HCIE等, 不需要出差, 5年以上网络工程师经验, 1到3年网络工程师经验",15-25K,北京,,2026-06-01 16:26:16
335d2ebf1b7e7a841XF-2t65EFpW,网络工程师,智行盛世,20-99人,通信/网络设备,大专,3-5年,"网络建设/系统集成经验, 网络运维经验, 网络安全相关经验",7-12K,北京,,2026-06-01 16:26:16
d0e72e1402bd34570nB53NW-FlpZ,网络研发工程师,百度在线,10000人以上,互联网,本科,经验不限,"有网络工程师经验, 1到3年网络工程师经验, 3到5年网络工程师经验, 通信相关专业, 网络架构设计, 不需要出差",20-40K·16薪,北京,,2026-06-01 16:26:37
aad585c772c58e781Xd53Nu9E1BZ,网络工程师,中企通信,500-999人,通信/网络设备,本科,经验不限,"HCIE, HCNA/HCNP, 故障处理, CCNA证书, CCIE证书, CCNP证书",10-15K,北京,,2026-06-01 16:26:37
d79ba8787fb16ee00nB529y7ElFV,网络实施工程师,控安,0-20人,信息安全,本科,3-5年,"网络运维, 实施交付运维",10-11K,北京,,2026-06-01 16:26:37
ddb2120254e7ebed0nd72ty-FlFV,云平台网络工程师,中视广信,500-999人,计算机软件,本科,3-5年,,10-15K,北京,,2026-06-01 16:26:37
96153f9e690947cc0nZ83dq6EVJX,高级网络运维工程师,华银数科,1000-9999人,计算机软件,本科,3-5年,"网络运维, 运维经验, 数据中心, 网络协议, 路由, 金融",13-17K·13薪,北京,,2026-06-01 16:26:37
521ceeb9eb8215261XN72NW9EVZV,网络实施工程师,海卫士电子,20-99人,通信/网络设备,本科,3-5年,"Java, 有网络工程师经验, 数据中心运维, CCNA/HCIA等, 熟悉Linux等操作系统, 大型网络实施, 系统集成商, 计算机相关专业, 3到5年网络工程师经验, 数据库管理, SQL",10-15K·15薪,北京,,2026-06-01 16:26:59
30e9ed59dbc8c1c31HF63NS_FVc~,网络工程师,中信建投,10000人以上,互联网金融,本科,1-3年,"Cisco, 网络安全, 网络",18-30K,北京,,2026-06-01 16:26:59
3a3e9e533cef45a31HF73N6-EVJY,网络工程师,中联云控,20-99人,计算机软件,本科,经验不限,"CCNA/CCNP, HCNA/HCNP, HCIE, 网络建设/系统集成经验, 网络运维经验, 通信/工程相关专业",8-12K,北京,,2026-06-01 16:26:59
