职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
2272481fcb5e53900nB-3tu5GVpU,高级网络运维工程师（联通外包）,神州通誉,1000-9999人,计算机软件,大专,3-5年,"网络运维, Nginx, 实施交付运维, 通信相关专业, MySQL/Oracle, Ansible/Salt/Puppet, 系统运维, 运维开发经验, Python/Shell, 计算机相关专业, 网络安全相关经验",8-11K,北京,,2026-06-01 16:07:37
748e39881b2c3bb30nd73di_FFZR,高级网络运维工程师,深德科,1000-9999人,计算机软件,本科,5-10年,"网络运维, 入职缴纳五险一金",13-14K,北京,,2026-06-01 16:07:37
8f25c03c7c7d6bfc0nB_09i-ElBS,网络工程师,赛尔新技术,100-499人,互联网,本科,1-3年,"接受无网络工程师经验, 运营商",5-8K,北京,,2026-06-01 16:07:37
f1ce2cc9fd57ee1f0nB_2di8ElFT,网络工程师-实习（2027届）,山石网科,1000-9999人,信息安全,本科,,,130-150元/天,北京,,2026-06-01 16:07:37
754fd666bae668a10nZ-0ty_FlFT,网络运维工程师,北京矩立信息技术...,100-499人,计算机服务,本科,3-5年,"有网络工程师经验, 3到5年网络工程师经验, 通信相关专业, 计算机相关专业, 熟悉Linux等操作系统, 数据库管理, 网络架构设计, CCNA/HCIA等, CCNP/HCIP等, CCIE/HCIE等, 通信设备商",10-15K,北京,,2026-06-01 16:07:37
131c8e99c5f7a83e03F62di_FFtR,高级网络/运维工程师,某500强上市公司,100-499人,基金,本科,3-5年,"有网络工程师经验, 甲方企业, 不需要出差, 3到5年网络工程师经验, 熟悉Linux等操作系统, 数据库管理, 大型网络运维, CCIE/HCIE等",50-80K·16薪,北京,,2026-06-01 16:07:59
f5a88f5f80046abe03R_39-7FFFV,网络工程师,欧勤永嘉,0-20人,通信/网络设备,本科,3-5年,"CCNP/HCIP等, 通信相关专业, 网络架构设计, 有网络工程师经验, Zabbix/Prometheus, 大型网络实施, 系统集成商, 3到5年网络工程师经验, 大型网络运维, Python",8-12K·13薪,北京,,2026-06-01 16:07:59
cdb8b97568cd43dc03x_09W1FlJY,网络工程师,北京宝信科技有限公司,20-99人,电子商务,本科,3-5年,"不需要出差, 有网络工程师经验, 熟悉Linux等操作系统, 3到5年网络工程师经验",8-10K,北京,,2026-06-01 16:07:59
d2a59eae3d740c0d03B72tm_GFBY,高级网络工程师,字节跳动,10000人以上,互联网,本科,3-5年,"CCNP/HCIP等, 网络架构设计, 数据中心运维, 有网络工程师经验, CCNA/HCIA等, 大型网络实施, 3到5年网络工程师经验, CCIE/HCIE等, 不需要出差, 5年以上网络工程师经验, 1到3年网络工程师经验, 大型网络运维, Python",30-55K,北京,,2026-06-01 16:07:59
f248961266e352870nB629i_FFBW,网络工程师,方程数源,20-99人,大数据,本科,3-5年,"有网络工程师经验, 甲方企业, 不需要出差, 3到5年网络工程师经验, 计算机相关专业, CCNP/HCIP等, 网络日常运维, 设备配置管理, 故障排查处理, 网络规划优化, 网络安全防护",15-20K,北京,,2026-06-01 16:07:59
ef8f02fb37f307060nZ809W0ElBX,网络工程师(初级),北京睿浠科技有限公司,20-99人,计算机服务,本科,在校/应届,"系统集成商, 接受无网络工程师经验",3-6K,北京,,2026-06-01 16:07:59
f5f2d52ba2f651ef0nRz2N-8EVdY,云计算高级工程师 网络运维工程师,传智教育,1000-9999人,培训/辅导机构,本科,1-3年,"运维开发/DevOps, 网络运维, 系统运维, Docker, Redis, MySQL/Oracle, Java, 计算机相关专业, 通信相关专业, 电子/电气/自动化相关专业, 运维经验, 网络安全相关经验",9-14K,北京,,2026-06-01 16:08:21
3c3f6ff2079c36ad0nd43NW4F1dX,网络工程师,北京光环时讯,0-20人,互联网,本科,1-3年,"有网络工程师经验, 1到3年网络工程师经验, 计算机相关专业, 熟悉Linux等操作系统, 大型网络运维, 数据中心运维, CCNA/HCIA等, CCNP/HCIP等, Zabbix/Prometheus, 通信设备商",5-10K,北京,,2026-06-01 16:08:21
8b1552b2cd61bb8e0nB_3Ny9EVVZ,网络工程师,先进数通,1000-9999人,计算机软件,本科,5-10年,"有网络工程师经验, 不需要出差, 5年以上网络工程师经验, 金融网络运维, 数据中心运维",13-14K,北京,,2026-06-01 16:08:21
7f67a104fffe3cf7031_3d27FFNX,网络工程师（水利）,艾森思科技,20-99人,计算机软件,本科,3-5年,,6-11K,北京,,2026-06-01 16:08:21
37fe0eca081964e31XJy3tS0F1VY,网络运维工程师,瑞保伟业,20-99人,电力/热力/燃气/水利,大专,3-5年,"VRRP, V l AN, STP",6-8K,北京,,2026-06-01 16:08:21
1c76a802ae97429c1HJ53dS6FFVW,网络工程师（传输）,北京坤载科技,0-20人,运营商/增值服务,本科,1-3年,通信/工程相关专业,8-13K,北京,,2026-06-01 16:08:21
8be124989cfad19d0ndy3Nu-FVVX,网络运维工程师 北京 央企,杭州某大型通信/网络设备上市公司,10000人以上,通信/网络设备,本科,5-10年,"网络运维, Python/Shell, 公有云网络产品, 私有云网络",25-40K,北京,,2026-06-01 16:08:41
0b4d4fd65881eb2d0nB73Ny_FlZQ,网络工程师,北京汽车,1000-9999人,汽车研发/制造,本科,10年以上,,15-30K·14薪,北京,,2026-06-01 16:08:41
964e95b2b4b76b631Hd429i0EVVS,高级网络工程师,泰威信诚,20-99人,通信/网络设备,大专,5-10年,"CCIE, HCIE, 网络建设/系统集成经验",15-25K,北京,,2026-06-01 16:08:41
7e2011b41d583ee50nZ42tu6FVRV,网络运维工程师,中天瑞合,100-499人,计算机服务,大专,3-5年,,7-9K,北京,,2026-06-01 16:08:41
4d78ab6bfe5096bf03dz2tS0FlM~,网络工程师,威达泰克,20-99人,通信/网络设备,大专,1-3年,"网络, Cisco, 锐捷, 网络设备, 交换机配置, 网络规划设计, IT服务",6-8K·13薪,北京,,2026-06-01 16:08:41
d7a805267dde9d470nZ63NS7EFVS,网络运维工程师,广东亿迅科技有限公司,1000-9999人,互联网,大专,3-5年,"CCNP/HCIP等, 不需要出差, 防火墙, 数据中心运维, 有网络工程师经验, 路由器, 3到5年网络工程师经验, 运营商, 大型网络运维, 交换机",9-14K,北京,,2026-06-01 16:09:02
154350a5feecbb0a0nR-3Nm7EFFX,网络工程师,云海动力,20-99人,信息安全,学历不限,1-3年,有网络工程师经验,7-8K,北京,,2026-06-01 16:09:02
8ee583cf375226371XNy2tq4EFNW,网络工程师,赛尔网络有限公司,500-999人,计算机服务,本科,3-5年,"CCNP/HCIP等, CCIE/HCIE等, 不需要出差, 华三, 无线, 校园网, 有网络工程师经验, 大型网络实施, 3到5年网络工程师经验, 运营商, 大型网络运维",10-15K·13薪,北京,,2026-06-01 16:09:02
58e248ea943b81dd1XB83NW5EVBZ,高级网络工程师,智达科讯,20-99人,信息安全,大专,5-10年,"计算机相关专业, 通信/工程相关专业, 网络建设/系统集成经验, CCNA/CCNP, CCIE, HCIE",14-25K,北京,,2026-06-01 16:09:02
1eecd75d4abf820703x93dy1FFFV,高级网络工程师,轻梦,20-99人,互联网,本科,5-10年,"5年以上网络工程师经验, 不需要出差, 网络架构设计, 有网络工程师经验, 系统集成商",7-10K,北京,,2026-06-01 16:09:02
49d6f5f94e0a27450nZz09-6GFJX,网络工程师（北京）,中盈优创,1000-9999人,计算机软件,本科,,"有网络工程师经验, 系统集成商, 1年以内网络工程师经验, 通信相关专业, 计算机相关专业, CCNA/HCIA等, CCNP/HCIP等, CCIE/HCIE等, PMP证书",200-250元/天,北京,,2026-06-01 16:09:02
373e7ae37babbe2f03N43t66GFVX,网络工程师,中信建投证券,10000人以上,证券/期货,本科,3-5年,"有网络工程师经验, 甲方企业, 不需要出差, 3到5年网络工程师经验, 通信相关专业, 金融网络运维, 大型网络运维, 大型网络实施, 网络架构设计, CCIE/HCIE等, CCNA/HCIA等, CCNP/HCIP等",15-16K·14薪,北京,,2026-06-01 16:09:23
242225ecfbcc022f0nV_0tm5GVFU,网络运维工程师,北京中科麒麟,20-99人,信息安全,本科,3-5年,"网络运维, IDC机房运维, 运维经验, 运维开发经验, 网络安全相关经验, 计算机相关专业, 系统集成",8-9K,北京,,2026-06-01 16:09:23
2cde12fa29f3f41803x73Nq-FlRZ,网络工程师,极密科技,20-99人,信息安全,大专,3-5年,"CCNP/HCIP等, CCIE/HCIE等, 不需要出差, 网络架构设计, 有网络工程师经验, 1到3年网络工程师经验, CCNA/HCIA等, 金融网络运维, 大型网络实施, 系统集成商, 其他, 大型网络运维",11-15K,北京,,2026-06-01 16:09:23
789e2b0276b814c51HZ72tu7F1JX,网络工程师,新水光谷,20-99人,电力/热力/燃气/水利,大专,5-10年,"计算机相关专业, 通信/工程相关专业, 网络建设/系统集成经验, 系统集成项目管理工程师, 信息系统项目管理师",8-13K,北京,,2026-06-01 16:09:23
